-2.225975245237350464e-01,-5.432971939444541931e-02,-3.046153299510478973e-02,-4.424614012241363525e-01,5.341095849871635437e-02,-2.700653374195098877e-01,-1.513002216815948486e-01,-2.421722561120986938e-01,-2.542353570461273193e-01,-2.414745241403579712e-01,-3.092059493064880371e-01,-2.865901291370391846e-01,-3.265826702117919922e-01,-6.735479831695556641e-02,-3.407893776893615723e-01,-1.168310642242431641e-01
1.679922938346862793e-01,-1.103053055703639984e-02,1.851569265127182007e-01,-1.686053425073623657e-01,1.082973331212997437e-01,5.784533172845840454e-02,2.331184595823287964e-01,1.063005253672599792e-01,3.131300806999206543e-01,-2.783822827041149139e-02,1.975839585065841675e-01,2.458703964948654175e-01,-3.320247530937194824e-01,-1.549185961484909058e-01,-4.648502469062805176e-01,-3.462267667055130005e-02
2.744627594947814941e-01,-1.112930700182914734e-01,-1.472561210393905640e-01,-1.671656668186187744e-01,-1.599062234163284302e-01,4.149197135120630264e-03,-3.922168016433715820e-01,-1.494746953248977661e-01,2.323580086231231689e-01,-7.359082996845245361e-02,7.535073440521955490e-03,-5.950969457626342773e-02,-2.592161297798156738e-01,-7.355861365795135498e-02,1.048325300216674805e-01,1.156263649463653564e-01
4.051440954208374023e-02,-2.077278681099414825e-02,2.203207910060882568e-01,3.567885980010032654e-02,-2.153883315622806549e-02,-2.033580467104911804e-02,3.077369332313537598e-01,-1.718879677355289459e-02,3.250562548637390137e-01,4.060467481613159180e-01,3.791556060314178467e-01,2.550668716430664062e-01,-1.334089189767837524e-01,1.399009972810745239e-01,-1.986925303936004639e-01,-5.180048197507858276e-02
7.149323821067810059e-02,1.286142170429229736e-01,2.035992890596389771e-01,-1.271125581115484238e-02,-1.043395325541496277e-01,-1.711509525775909424e-01,1.136120930314064026e-01,7.831574976444244385e-02,2.030689269304275513e-01,1.264860779047012329e-01,-2.090675383806228638e-02,7.820336520671844482e-02,2.737293839454650879e-01,9.386283904314041138e-02,-2.402084171772003174e-01,1.667738705873489380e-01
-3.521408140659332275e-01,1.134023368358612061e-01,-1.288485229015350342e-01,7.955387234687805176e-02,-3.839973509311676025e-01,-2.634108960628509521e-01,2.938994579017162323e-02,-1.359765678644180298e-01,-3.326061367988586426e-02,-1.667373329401016235e-01,-2.340187579393386841e-01,-1.415166258811950684e-01,3.780779540538787842e-01,5.031928420066833496e-01,3.455150723457336426e-01,4.921049177646636963e-01
1.548825800418853760e-01,5.906982347369194031e-02,1.672107428312301636e-01,1.211912855505943298e-01,-7.241427898406982422e-02,-1.901661902666091919e-01,-2.718522846698760986e-01,8.306739479303359985e-02,-1.546196490526199341e-01,-2.884459793567657471e-01,-3.238117694854736328e-01,-5.813279422000050545e-04,5.755736678838729858e-02,-2.362844198942184448e-01,-1.668922603130340576e-01,-5.518144741654396057e-02
1.020822823047637939e-01,-1.637380272150039673e-01,-1.942708492279052734e-01,-2.978636920452117920e-01,-5.199831128120422363e-01,-4.716010987758636475e-01,-3.819413185119628906e-01,-6.475059390068054199e-01,-6.257781386375427246e-01,-9.718961119651794434e-01,-7.983821630477905273e-01,-6.102879643440246582e-01,-1.455185413360595703e-01,-3.732656240463256836e-01,-2.182387113571166992e-01,-2.518465220928192139e-01
2.006787657737731934e-01,1.511067301034927368e-01,1.442202776670455933e-01,-2.170831114053726196e-01,-3.191294670104980469e-01,-1.362597346305847168e-01,2.968609519302845001e-02,-1.027258187532424927e-01,2.029436640441417694e-02,-3.188635036349296570e-02,-1.197593212127685547e-01,-2.484346181154251099e-01,-1.004889383912086487e-01,-3.121050298213958740e-01,-1.996588408946990967e-01,7.784517854452133179e-02
4.912807792425155640e-02,2.215902358293533325e-01,-7.974227517843246460e-02,3.284634947776794434e-01,2.100165784358978271e-01,-1.305085271596908569e-01,-1.564003229141235352e-01,5.678320676088333130e-02,-4.971941187977790833e-02,9.652960300445556641e-02,9.205096215009689331e-02,-2.319888919591903687e-01,-4.914070293307304382e-02,2.149596959352493286e-01,-3.878546506166458130e-02,-5.627475306391716003e-02
2.084274456137791276e-04,-1.259858906269073486e-01,1.661493033170700073e-01,-2.534750103950500488e-02,-1.490769237279891968e-01,1.657475084066390991e-01,9.982713311910629272e-02,1.868443787097930908e-01,-1.511303614825010300e-02,-3.828459978103637695e-02,6.475581228733062744e-02,-4.434739053249359131e-01,-5.699824914336204529e-02,7.654766738414764404e-02,-1.675883382558822632e-01,-6.434799730777740479e-02
-4.659846797585487366e-02,9.793525096029043198e-04,4.323591664433479309e-02,3.046184480190277100e-01,-7.011367380619049072e-02,4.340888559818267822e-01,1.170312613248825073e-01,7.139915227890014648e-02,-3.106202483177185059e-01,-8.927737921476364136e-02,1.032256260514259338e-01,-4.848609268665313721e-01,-2.208761125802993774e-01,2.493018470704555511e-02,1.647686064243316650e-01,2.534455657005310059e-01
-2.867299914360046387e-01,1.126806065440177917e-01,-3.092128634452819824e-01,2.148804515600204468e-01,9.484443068504333496e-02,-1.296374350786209106e-01,2.148041129112243652e-02,8.050036616623401642e-03,1.347023248672485352e-01,2.637564539909362793e-01,9.145727753639221191e-02,2.891615033149719238e-01,8.178472518920898438e-02,-3.709945082664489746e-01,-3.403735160827636719e-01,-3.395169973373413086e-01
-1.516208499670028687e-01,-2.193186432123184204e-01,-3.515452444553375244e-01,-1.115201339125633240e-01,6.599040329456329346e-02,1.449848413467407227e-01,-3.283924460411071777e-01,1.236820742487907410e-01,-8.731071837246417999e-03,-2.387607842683792114e-01,-1.250992063432931900e-02,1.270760446786880493e-01,6.300102919340133667e-02,4.953237771987915039e-01,2.575322091579437256e-01,9.225194901227951050e-02
-1.519612502306699753e-02,2.840780615806579590e-01,2.796919941902160645e-01,2.861549556255340576e-01,-1.608479619026184082e-01,-4.596750065684318542e-02,-1.289783269166946411e-01,-1.866654604673385620e-01,-2.321443855762481689e-01,-4.207883030176162720e-02,1.267575919628143311e-01,2.004256248474121094e-01,-8.021640032529830933e-02,-1.042671054601669312e-01,-2.064834982156753540e-01,2.561877071857452393e-01
